InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536187,21040,PINK VINTAGE PAISLEY PICNIC BAG,7,2011-01-31 00:00:00,3.14,16407,Belgium
536188,21097,REGENCY CAKESTAND 3 TIER,1,2010-12-19 00:00:00,14.29,15170,France
536189,21019,STRAWBERRY CERAMIC TRINKET POT,4,2011-01-21 00:00:00,1.34,14731,United Kingdom
536190,21085,LOVE BUILDING BLOCK WORD,1,2010-12-14 00:00:00,10.77,17938,United Kingdom
536191,21084,PINK VINTAGE PAISLEY PICNIC BAG,8,2010-12-23 00:00:00,3.14,14061,United Kingdom
536192,21040,SET OF 3 MONOCHROME HEART MUGS,6,2011-02-09 00:00:00,3.16,13199,United Kingdom
536193,21004,HEART OF WICKER SMALL,7,2011-01-01 00:00:00,13.06,15257,United Kingdom
536194,21063,HOME BUILDING BLOCK WORD,5,2010-12-22 00:00:00,9.22,14187,United Kingdom
536195,21059,HANGING METAL LANTERN,2,2011-05-25 00:00:00,12.57,12946,United Kingdom
536195,21005,JUMBO BAG RED RETROSPOT,3,2011-01-08 00:00:00,11.11,13646,Germany
536196,21044,HOME BUILDING BLOCK WORD,6,2010-12-24 00:00:00,9.22,15195,Portugal
536197,21003,HEART SHAPED DOUGHNUT,2,2010-12-14 00:00:00,14.56,15852,United Kingdom
536198,21085,SET OF 3 MONOCHROME HEART MUGS,4,2011-01-22 00:00:00,3.16,13873,Switzerland
536199,21048,CHOCOLATE HOT WATER BOTTLE,2,2011-01-11 00:00:00,6.76,12380,United Kingdom
536200,21084,HEART SHAPED DOUGHNUT,2,2011-03-27 00:00:00,14.56,16123,Germany
536201,21073,JUMBO BAG RED RETROSPOT,4,2010-12-03 00:00:00,11.11,13176,France
536202,21063,JUMBO BAG RED RETROSPOT,4,2010-12-22 00:00:00,11.11,13428,Germany
536202,21009,BLUE KALMIA CERAMIC MUG,5,2011-02-09 00:00:00,3.58,16988,United Kingdom
C536203,21059,JUMBO BAG PINK POLKADOT,4,2011-02-01 00:00:00,8.11,13485,Netherlands
536203,21019,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-15 00:00:00,2.76,16193,United Kingdom
536204,21087,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-01-10 00:00:00,4.91,12536,Belgium
C536204,21071,JUMBO BAG RED RETROSPOT,5,2011-01-19 00:00:00,11.11,15907,United Kingdom
536205,21036,PINK VINTAGE PAISLEY PICNIC BAG,2,2010-12-08 00:00:00,3.14,14373,United Kingdom
536205,21099,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-11 00:00:00,5.93,13873,United Kingdom
536205,21086,HOME BUILDING BLOCK WORD,1,2011-02-08 00:00:00,9.22,12536,Portugal
536206,21035,SET OF 3 MONOCHROME HEART MUGS,1,2011-01-17 00:00:00,3.16,15406,United Kingdom
536206,21073,LUNCH BAG RED RETROSPOT,1,2010-12-08 00:00:00,2.76,14277,United Kingdom
536207,21087,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-03-04 00:00:00,4.91,13406,United Kingdom
536208,21052,HEART SHAPED DOUGHNUT,2,2010-12-05 00:00:00,14.56,17434,United Kingdom
536209,21055,CHOCOLATE HOT WATER BOTTLE,2,2011-01-16 00:00:00,6.76,16407,United Kingdom
536210,21034,HEART SHAPED DOUGHNUT,3,2011-01-01 00:00:00,14.56,13709,United Kingdom
536211,21017,HEART OF WICKER SMALL,4,2010-12-03 00:00:00,13.06,16687,United Kingdom
536211,21099,HEART OF WICKER SMALL,1,2010-12-20 00:00:00,13.06,16545,Switzerland
536211,21049,HANGING METAL LANTERN,2,2010-12-27 00:00:00,12.57,17081,United Kingdom
536211,21049,CHILLI LIGHTS,6,2010-12-11 00:00:00,0.8,18137,United Kingdom
536211,21088,HOME BUILDING BLOCK WORD,2,2010-12-03 00:00:00,9.22,12552,United Kingdom
536212,21011,HOME BUILDING BLOCK WORD,1,2011-01-03 00:00:00,9.22,13224,United Kingdom
536212,21061,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-09 00:00:00,5.93,17144,United Kingdom
536213,21069,SET OF 3 MONOCHROME HEART MUGS,2,2011-01-08 00:00:00,3.16,12444,France
536213,21018,HANGING METAL LANTERN,6,2010-12-02 00:00:00,12.57,14241,United Kingdom
536213,21084,PARTY BUNTING,2,2010-12-04 00:00:00,9.18,16076,United Kingdom
536214,21066,HOME BUILDING BLOCK WORD,9,2011-01-03 00:00:00,9.22,17434,United Kingdom
536215,21028,BLUE KALMIA CERAMIC MUG,4,2011-02-12 00:00:00,3.58,17399,United Kingdom
536215,21002,REGENCY CAKESTAND 3 TIER,3,2011-01-22 00:00:00,14.29,16391,United Kingdom
536215,21085,CHILLI LIGHTS,2,2010-12-26 00:00:00,0.8,12444,United Kingdom
536216,21099,ASSORTED COLOUR BIRD ORNAMENT,6,2011-01-05 00:00:00,2.76,15406,Portugal
536216,21067,ASSORTED COLOUR BIRD ORNAMENT,5,2010-12-18 00:00:00,2.76,14373,United Kingdom
536217,21057,HOME BUILDING BLOCK WORD,2,2010-12-12 00:00:00,9.22,15803,Netherlands
536217,21037,STRAWBERRY CERAMIC TRINKET POT,3,2010-12-06 00:00:00,1.34,13512,United Kingdom
536218,21035,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-22 00:00:00,4.72,17277,United Kingdom
536219,21034,CHILLI LIGHTS,2,2011-01-03 00:00:00,0.8,14835,Switzerland
536220,21069,ASSORTED COLOUR BIRD ORNAMENT,2,2011-01-04 00:00:00,2.76,15689,Germany
536220,21064,JUMBO BAG RED RETROSPOT,10,2010-12-15 00:00:00,11.11,18200,United Kingdom
536221,21037,ASSORTED COLOUR BIRD ORNAMENT,5,2010-12-19 00:00:00,2.76,13341,United Kingdom
536222,21077,ASSORTED COLOUR BIRD ORNAMENT,3,2011-01-22 00:00:00,2.76,13755,United Kingdom
536223,21049,HANGING METAL LANTERN,11,2011-01-14 00:00:00,12.57,13943,United Kingdom
536224,21085,CHOCOLATE HOT WATER BOTTLE,2,2011-01-22 00:00:00,6.76,12883,Spain
536225,21063,HEART SHAPED DOUGHNUT,6,2010-12-24 00:00:00,14.56,13197,United Kingdom
536225,21099,PINK VINTAGE PAISLEY PICNIC BAG,6,2010-12-07 00:00:00,3.14,13694,United Kingdom
536226,21017,CHOCOLATE HOT WATER BOTTLE,1,2010-12-16 00:00:00,6.76,13216,Spain
536227,21021,REGENCY CAKESTAND 3 TIER,4,2010-12-23 00:00:00,14.29,16461,United Kingdom
536228,21012,LUNCH BAG RED RETROSPOT,5,2010-12-10 00:00:00,2.76,12681,Switzerland
536229,21055,SET OF 3 MONOCHROME HEART MUGS,1,2011-01-12 00:00:00,3.16,15296,United Kingdom
536230,21064,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-18 00:00:00,5.93,12848,Germany
536231,21047,CHOCOLATE HOT WATER BOTTLE,7,2010-12-19 00:00:00,6.76,17769,Netherlands
536232,21045,HANGING METAL LANTERN,2,2011-05-16 00:00:00,12.57,17885,United Kingdom
536233,21013,HEART OF WICKER SMALL,1,2011-02-03 00:00:00,13.06,12870,Italy
536234,21067,SET OF 3 MONOCHROME HEART MUGS,5,2011-02-18 00:00:00,3.16,15123,United Kingdom
536235,21030,SET OF 3 MONOCHROME HEART MUGS,6,2010-12-13 00:00:00,3.16,13391,France
536236,21030,CHOCOLATE HOT WATER BOTTLE,1,2011-05-06 00:00:00,6.76,18241,United Kingdom
536236,21005,LUNCH BAG RED RETROSPOT,5,2010-12-05 00:00:00,2.76,12838,United Kingdom
536237,21034,PARTY BUNTING,4,2010-12-04 00:00:00,9.18,14673,United Kingdom
536237,21077,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-24 00:00:00,2.76,15120,United Kingdom
536238,21034,CHOCOLATE HOT WATER BOTTLE,3,2010-12-11 00:00:00,6.76,16842,United Kingdom
536239,21034,REGENCY CAKESTAND 3 TIER,1,2010-12-16 00:00:00,14.29,13652,United Kingdom
536239,21053,BLUE KALMIA CERAMIC MUG,1,2010-12-10 00:00:00,3.58,13494,Spain
536240,21086,HANGING METAL LANTERN,3,2010-12-14 00:00:00,12.57,18037,United Kingdom
536240,21032,LOVE BUILDING BLOCK WORD,3,2010-12-30 00:00:00,10.77,18201,United Kingdom
536241,21063,BLUE KALMIA CERAMIC MUG,6,2011-01-18 00:00:00,3.58,14506,United Kingdom
536241,21082,HEART OF WICKER SMALL,1,2010-12-21 00:00:00,13.06,13224,Spain
C536242,21093,HOME BUILDING BLOCK WORD,5,2010-12-12 00:00:00,9.22,15406,Germany
536242,21006,ASSORTED COLOUR BIRD ORNAMENT,7,2010-12-27 00:00:00,2.76,13916,Spain
536242,21034,CHILLI LIGHTS,6,2010-12-05 00:00:00,0.8,16841,France
536243,21056,PINK VINTAGE PAISLEY PICNIC BAG,9,2010-12-17 00:00:00,3.14,16186,Belgium
536244,21047,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-25 00:00:00,5.93,17523,United Kingdom
536244,21047,LUNCH BAG RED RETROSPOT,11,2011-01-12 00:00:00,2.76,17661,United Kingdom
536245,21048,RETROSPOT TEA SET CERAMIC 11 PC,5,2010-12-31 00:00:00,4.72,14673,United Kingdom
536246,21071,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-31 00:00:00,3.14,15807,Sweden
536247,21075,PARTY BUNTING,6,2010-12-08 00:00:00,9.18,15743,United Kingdom
536248,21088,PARTY BUNTING,4,2010-12-29 00:00:00,9.18,17754,Italy
536249,21054,JUMBO BAG RED RETROSPOT,2,2011-01-01 00:00:00,11.11,15450,United Kingdom
536249,21010,CHILLI LIGHTS,2,2010-12-02 00:00:00,0.8,14883,United Kingdom
536250,21086,LOVE BUILDING BLOCK WORD,1,2010-12-15 00:00:00,10.77,18241,United Kingdom
536251,21054,JUMBO BAG RED RETROSPOT,3,2010-12-16 00:00:00,11.11,14837,United Kingdom
536251,21028,PARTY BUNTING,1,2010-12-16 00:00:00,9.18,17832,United Kingdom
536251,21094,HEART SHAPED DOUGHNUT,1,2010-12-01 00:00:00,14.56,15305,Switzerland
536252,21058,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-11 00:00:00,1.34,17523,United Kingdom
536252,21051,SET OF 3 MONOCHROME HEART MUGS,3,2011-01-02 00:00:00,3.16,16988,United Kingdom
536252,21059,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-11 00:00:00,5.93,13045,United Kingdom
536253,21087,HOME BUILDING BLOCK WORD,9,2010-12-28 00:00:00,9.22,12548,United Kingdom
536254,21050,HEART OF WICKER SMALL,9,2011-01-16 00:00:00,13.06,15093,Switzerland
536255,21057,HOME BUILDING BLOCK WORD,1,2011-01-08 00:00:00,9.22,17600,United Kingdom
536256,21095,CHOCOLATE HOT WATER BOTTLE,1,2011-01-19 00:00:00,6.76,17123,United Kingdom
536257,21057,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-12-13 00:00:00,4.91,15892,France
536258,21075,JUMBO BAG PINK POLKADOT,4,2011-02-19 00:00:00,8.11,16938,United Kingdom
536258,21021,ASSORTED COLOUR BIRD ORNAMENT,3,2010-12-09 00:00:00,2.76,16089,United Kingdom
536259,21003,JUMBO BAG PINK POLKADOT,3,2010-12-06 00:00:00,8.11,12920,United Kingdom
536259,21075,HEART SHAPED DOUGHNUT,7,2011-01-03 00:00:00,14.56,13150,United Kingdom
536260,21048,HEART SHAPED DOUGHNUT,10,2010-12-07 00:00:00,14.56,14245,Portugal
536261,21055,HEART SHAPED DOUGHNUT,1,2010-12-18 00:00:00,14.56,17518,Switzerland
536261,21098,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-17 00:00:00,2.76,14611,United Kingdom
536262,21094,REGENCY CAKESTAND 3 TIER,11,2010-12-15 00:00:00,14.29,14039,Netherlands
536263,21086,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-15 00:00:00,5.93,16092,Portugal
536264,21042,LUNCH BAG RED RETROSPOT,1,2010-12-14 00:00:00,2.76,16189,United Kingdom
536265,21091,LOVE BUILDING BLOCK WORD,2,2011-01-26 00:00:00,10.77,13981,Spain
536265,21054,JUMBO BAG RED RETROSPOT,7,2010-12-01 00:00:00,11.11,16094,Portugal
536266,21067,CHOCOLATE HOT WATER BOTTLE,3,2010-12-22 00:00:00,6.76,16094,United Kingdom
536267,21017,JUMBO BAG RED RETROSPOT,1,2010-12-18 00:00:00,11.11,16982,Portugal
536268,21001,RETROSPOT TEA SET CERAMIC 11 PC,3,2010-12-17 00:00:00,4.72,15588,Portugal
536268,21005,RETROSPOT TEA SET CERAMIC 11 PC,1,2011-01-24 00:00:00,4.72,12883,United Kingdom
536268,21011,REGENCY CAKESTAND 3 TIER,4,2010-12-08 00:00:00,14.29,18037,United Kingdom
536269,21047,HEART SHAPED DOUGHNUT,5,2010-12-10 00:00:00,14.56,13628,Sweden
536270,21015,LUNCH BAG RED RETROSPOT,2,2011-01-15 00:00:00,2.76,16759,United Kingdom
536271,21028,HEART OF WICKER SMALL,1,2010-12-13 00:00:00,13.06,13209,Portugal
536272,21027,PINK VINTAGE PAISLEY PICNIC BAG,7,2010-12-19 00:00:00,3.14,18223,France
536273,21034,REGENCY CAKESTAND 3 TIER,5,2010-12-14 00:00:00,14.29,15123,United Kingdom
536274,21062,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-02 00:00:00,4.72,14103,United Kingdom
536275,21038,ASSORTED COLOUR BIRD ORNAMENT,1,2011-03-19 00:00:00,2.76,15516,United Kingdom
536275,21036,CHOCOLATE HOT WATER BOTTLE,1,2010-12-07 00:00:00,6.76,14140,United Kingdom
536276,21051,JUMBO BAG PINK POLKADOT,7,2011-01-21 00:00:00,8.11,15702,United Kingdom
536276,21021,PARTY BUNTING,13,2011-01-12 00:00:00,9.18,17275,United Kingdom
536276,21009,LOVE BUILDING BLOCK WORD,4,2010-12-06 00:00:00,10.77,16779,United Kingdom
536276,21021,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2010-12-11 00:00:00,4.91,13977,United Kingdom
536277,21015,CHOCOLATE HOT WATER BOTTLE,2,2011-02-20 00:00:00,6.76,14395,France
536278,21057,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-05 00:00:00,5.93,13317,Germany
536278,21003,HOME BUILDING BLOCK WORD,2,2010-12-13 00:00:00,9.22,14601,United Kingdom
536278,21067,SET OF 3 MONOCHROME HEART MUGS,3,2011-02-27 00:00:00,3.16,16643,Germany
536279,21078,PARTY BUNTING,2,2010-12-01 00:00:00,9.18,16186,United Kingdom
536280,21097,PARTY BUNTING,3,2010-12-21 00:00:00,9.18,15307,United Kingdom
536281,21064,LUNCH BAG RED RETROSPOT,4,2011-01-29 00:00:00,2.76,15673,France
536282,21068,SET OF 3 MONOCHROME HEART MUGS,1,2011-01-30 00:00:00,3.16,17414,Germany
536283,21067,CHOCOLATE HOT WATER BOTTLE,3,2010-12-03 00:00:00,6.76,14904,United Kingdom
536284,21012,JUMBO BAG PINK POLKADOT,1,2010-12-06 00:00:00,8.11,15907,United Kingdom
536284,21078,HEART SHAPED DOUGHNUT,3,2010-12-13 00:00:00,14.56,13045,United Kingdom
536285,21069,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-18 00:00:00,5.93,16193,United Kingdom
536285,21079,STRAWBERRY CERAMIC TRINKET POT,9,2010-12-31 00:00:00,1.34,16076,United Kingdom
536285,21057,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-10 00:00:00,4.72,13715,United Kingdom
536285,21062,LOVE BUILDING BLOCK WORD,1,2011-03-16 00:00:00,10.77,16339,United Kingdom
536286,21003,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-13 00:00:00,4.72,18238,Switzerland
536286,21026,SET OF 3 MONOCHROME HEART MUGS,3,2010-12-24 00:00:00,3.16,12915,United Kingdom
536287,21019,PINK VINTAGE PAISLEY PICNIC BAG,10,2010-12-11 00:00:00,3.14,13300,Switzerland
536288,21073,REGENCY CAKESTAND 3 TIER,4,2010-12-15 00:00:00,14.29,17362,France
C536289,21068,HOME BUILDING BLOCK WORD,3,2010-12-09 00:00:00,9.22,12507,Germany
536290,21021,LOVE BUILDING BLOCK WORD,3,2010-12-08 00:00:00,10.77,16759,Spain
536290,21045,REGENCY CAKESTAND 3 TIER,2,2010-12-02 00:00:00,14.29,18146,Sweden
536291,21046,PARTY BUNTING,9,2010-12-08 00:00:00,9.18,12571,United Kingdom
536291,21050,SET OF 3 MONOCHROME HEART MUGS,4,2010-12-21 00:00:00,3.16,17600,United Kingdom
536291,21026,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-18 00:00:00,3.14,12473,United Kingdom
536292,21040,CHILLI LIGHTS,4,2010-12-09 00:00:00,0.8,15079,United Kingdom
536293,21069,PINK VINTAGE PAISLEY PICNIC BAG,5,2010-12-01 00:00:00,3.14,15454,United Kingdom
536293,21075,CHILLI LIGHTS,2,2011-01-09 00:00:00,0.8,16842,United Kingdom
536294,21063,LOVE BUILDING BLOCK WORD,7,2010-12-15 00:00:00,10.77,15077,United Kingdom
536295,21008,LOVE BUILDING BLOCK WORD,3,2010-12-09 00:00:00,10.77,16042,United Kingdom
536295,21060,HOME BUILDING BLOCK WORD,1,2011-01-18 00:00:00,9.22,13241,Netherlands
536296,21058,HOME BUILDING BLOCK WORD,1,2011-01-16 00:00:00,9.22,13200,United Kingdom
536296,21018,PARTY BUNTING,3,2010-12-05 00:00:00,9.18,14053,United Kingdom
536297,21054,HANGING METAL LANTERN,2,2010-12-21 00:00:00,12.57,13055,United Kingdom
536297,21001,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-16 00:00:00,5.93,15195,Netherlands
536298,21067,LUNCH BAG RED RETROSPOT,5,2011-02-24 00:00:00,2.76,12473,United Kingdom
536299,21027,JUMBO BAG RED RETROSPOT,5,2010-12-01 00:00:00,11.11,14624,Belgium
536300,21055,RETROSPOT TEA SET CERAMIC 11 PC,7,2011-01-22 00:00:00,4.72,14407,United Kingdom
536301,21061,LOVE BUILDING BLOCK WORD,1,2010-12-08 00:00:00,10.77,14301,United Kingdom
536302,21081,STRAWBERRY CERAMIC TRINKET POT,1,2011-01-28 00:00:00,1.34,17398,United Kingdom
536303,21046,HOME BUILDING BLOCK WORD,1,2011-01-03 00:00:00,9.22,17669,France
536304,21006,HANGING METAL LANTERN,1,2010-12-01 00:00:00,12.57,17462,United Kingdom
536305,21078,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-17 00:00:00,5.93,15077,United Kingdom
536305,21047,REGENCY CAKESTAND 3 TIER,3,2010-12-29 00:00:00,14.29,16092,United Kingdom
536306,21097,HEART OF WICKER SMALL,13,2010-12-17 00:00:00,13.06,17414,United Kingdom
536307,21013,PINK VINTAGE PAISLEY PICNIC BAG,5,2010-12-07 00:00:00,3.14,15516,United Kingdom
536308,21061,SET OF 3 MONOCHROME HEART MUGS,9,2011-01-05 00:00:00,3.16,13176,Portugal
536309,21007,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-15 00:00:00,4.91,15039,Spain
536310,21003,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-17 00:00:00,5.93,16839,United Kingdom
536311,21065,SET OF 3 MONOCHROME HEART MUGS,1,2011-01-08 00:00:00,3.16,16982,United Kingdom
536312,21078,HOME BUILDING BLOCK WORD,2,2010-12-13 00:00:00,9.22,12546,Netherlands
536313,21030,HOME BUILDING BLOCK WORD,7,2010-12-19 00:00:00,9.22,17414,France
536314,21057,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-02 00:00:00,3.16,15021,United Kingdom
536315,21045,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-03 00:00:00,4.72,14646,Switzerland
536316,21064,LOVE BUILDING BLOCK WORD,2,2010-12-08 00:00:00,10.77,14781,France
536317,21096,PARTY BUNTING,2,2011-01-08 00:00:00,9.18,17338,France
536317,21079,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-30 00:00:00,4.91,12608,United Kingdom
536317,21039,HOME BUILDING BLOCK WORD,3,2011-01-15 00:00:00,9.22,16021,United Kingdom
536318,21071,JUMBO BAG RED RETROSPOT,4,2010-12-30 00:00:00,11.11,15084,Netherlands
536319,21003,ASSORTED COLOUR BIRD ORNAMENT,5,2011-02-10 00:00:00,2.76,18265,Switzerland
536320,21042,LOVE BUILDING BLOCK WORD,3,2010-12-31 00:00:00,10.77,17788,United Kingdom
536321,21059,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-12 00:00:00,3.16,17938,United Kingdom
536322,21002,LOVE BUILDING BLOCK WORD,3,2010-12-07 00:00:00,10.77,14189,Germany
536322,21067,JUMBO BAG PINK POLKADOT,10,2010-12-17 00:00:00,8.11,15296,Switzerland
536323,21013,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-22 00:00:00,5.93,14189,France
536324,21023,LOVE BUILDING BLOCK WORD,4,2011-01-20 00:00:00,10.77,15607,United Kingdom
536325,21037,LUNCH BAG RED RETROSPOT,5,2010-12-05 00:00:00,2.76,16798,Belgium
536325,21048,JUMBO BAG RED RETROSPOT,6,2010-12-30 00:00:00,11.11,14914,United Kingdom
536326,21018,HEART OF WICKER SMALL,4,2010-12-18 00:00:00,13.06,13621,United Kingdom
536327,21031,ASSORTED COLOUR BIRD ORNAMENT,1,2011-06-23 00:00:00,2.76,13045,Italy
536328,21013,JUMBO BAG RED RETROSPOT,19,2010-12-09 00:00:00,11.11,17233,Germany
536328,21035,CHOCOLATE HOT WATER BOTTLE,2,2010-12-01 00:00:00,6.76,15084,Germany
536328,21058,JUMBO BAG PINK POLKADOT,4,2010-12-12 00:00:00,8.11,14028,Netherlands
536329,21019,LOVE BUILDING BLOCK WORD,2,2010-12-03 00:00:00,10.77,13493,Germany
536330,21011,CHILLI LIGHTS,3,2010-12-26 00:00:00,0.8,15041,France
536331,21050,LUNCH BAG RED RETROSPOT,4,2010-12-20 00:00:00,2.76,18201,United Kingdom
536332,21061,RETROSPOT TEA SET CERAMIC 11 PC,9,2010-12-22 00:00:00,4.72,16537,United Kingdom
536333,21087,JUMBO BAG PINK POLKADOT,1,2011-02-16 00:00:00,8.11,16144,United Kingdom
536334,21065,LOVE BUILDING BLOCK WORD,3,2011-01-11 00:00:00,10.77,12915,United Kingdom
536334,21020,JUMBO BAG PINK POLKADOT,4,2011-01-24 00:00:00,8.11,18215,United Kingdom
536335,21038,CHILLI LIGHTS,2,2010-12-19 00:00:00,0.8,12465,United Kingdom
536336,21036,HANGING METAL LANTERN,1,2010-12-26 00:00:00,12.57,15820,Switzerland
536336,21040,HEART SHAPED DOUGHNUT,2,2010-12-02 00:00:00,14.56,13841,Germany
536336,21080,RETROSPOT TEA SET CERAMIC 11 PC,1,2011-01-05 00:00:00,4.72,16628,Belgium
536337,21073,SET OF 3 MONOCHROME HEART MUGS,2,2011-01-18 00:00:00,3.16,15989,United Kingdom
536338,21079,LOVE BUILDING BLOCK WORD,4,2010-12-28 00:00:00,10.77,14140,United Kingdom
536339,21042,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-16 00:00:00,1.34,14189,United Kingdom
536340,21020,REGENCY CAKESTAND 3 TIER,1,2010-12-08 00:00:00,14.29,12350,United Kingdom
536340,21040,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-23 00:00:00,4.72,14332,United Kingdom
536340,21056,HEART OF WICKER SMALL,1,2010-12-30 00:00:00,13.06,18229,United Kingdom
536340,21026,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-11 00:00:00,4.91,15419,United Kingdom
536341,21002,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-06 00:00:00,2.76,12834,Belgium
536342,21040,BLUE KALMIA CERAMIC MUG,5,2010-12-05 00:00:00,3.58,14245,Switzerland
536343,21095,HEART SHAPED DOUGHNUT,1,2010-12-21 00:00:00,14.56,13337,Sweden
536344,21089,LOVE BUILDING BLOCK WORD,1,2010-12-14 00:00:00,10.77,16988,United Kingdom
536345,21039,HEART OF WICKER SMALL,4,2010-12-07 00:00:00,13.06,15296,Germany
536346,21080,HEART OF WICKER SMALL,2,2010-12-07 00:00:00,13.06,13121,United Kingdom
536347,21018,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-14 00:00:00,2.76,17434,United Kingdom
536347,21083,HEART OF WICKER SMALL,1,2011-03-01 00:00:00,13.06,13300,France
536348,21025,BLUE KALMIA CERAMIC MUG,4,2010-12-08 00:00:00,3.58,14053,Switzerland
536349,21003,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-06 00:00:00,2.76,17518,France
536349,21078,ASSORTED COLOUR BIRD ORNAMENT,11,2010-12-26 00:00:00,2.76,18105,Netherlands
536349,21062,HEART SHAPED DOUGHNUT,3,2011-01-25 00:00:00,14.56,17123,United Kingdom
C536350,21042,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-10 00:00:00,4.72,15406,United Kingdom
536351,21017,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-19 00:00:00,4.91,16137,Netherlands
536351,21059,HANGING METAL LANTERN,9,2010-12-29 00:00:00,12.57,16622,Switzerland
536352,21030,SET OF 3 MONOCHROME HEART MUGS,3,2011-01-12 00:00:00,3.16,17082,United Kingdom
536353,21021,BLUE KALMIA CERAMIC MUG,6,2010-12-06 00:00:00,3.58,13916,Portugal
536353,21095,CHOCOLATE HOT WATER BOTTLE,3,2011-02-11 00:00:00,6.76,15321,United Kingdom
536353,21044,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-18 00:00:00,5.93,15120,United Kingdom
536353,21057,HOME BUILDING BLOCK WORD,2,2010-12-19 00:00:00,9.22,17927,Netherlands
536353,21011,HEART SHAPED DOUGHNUT,2,2011-01-18 00:00:00,14.56,16094,France
536354,21023,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-03 00:00:00,5.93,16360,United Kingdom
536355,21049,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-22 00:00:00,2.76,14411,United Kingdom
536355,21028,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-11 00:00:00,4.91,17938,Spain
536356,21068,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-29 00:00:00,2.76,14152,United Kingdom
536357,21060,PARTY BUNTING,10,2010-12-01 00:00:00,9.18,13044,United Kingdom
536358,21082,BLUE KALMIA CERAMIC MUG,1,2010-12-18 00:00:00,3.58,17595,Sweden
536359,21027,HEART SHAPED DOUGHNUT,1,2010-12-14 00:00:00,14.56,17402,France
536359,21034,HEART SHAPED DOUGHNUT,1,2010-12-13 00:00:00,14.56,15470,United Kingdom
536359,21005,RETROSPOT TEA SET CERAMIC 11 PC,5,2010-12-26 00:00:00,4.72,13337,Germany
536359,21026,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-08 00:00:00,4.91,13646,Netherlands
536360,21055,JUMBO BAG PINK POLKADOT,7,2011-02-10 00:00:00,8.11,14103,Portugal
536360,21049,REGENCY CAKESTAND 3 TIER,1,2010-12-13 00:00:00,14.29,17625,Spain
536361,21052,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-04 00:00:00,5.93,13981,France
536362,21087,LUNCH BAG RED RETROSPOT,2,2010-12-02 00:00:00,2.76,14387,United Kingdom
536363,21010,JUMBO BAG RED RETROSPOT,3,2011-01-02 00:00:00,11.11,15234,United Kingdom
536364,21055,CHILLI LIGHTS,5,2010-12-04 00:00:00,0.8,13914,Germany
536365,21060,LUNCH BAG RED RETROSPOT,1,2010-12-28 00:00:00,2.76,17145,Portugal
536366,21063,HEART SHAPED DOUGHNUT,1,2010-12-06 00:00:00,14.56,17938,Switzerland
